Date,A/D-line
2010-09-29,26146.0
2010-09-30,26082.0
2010-10-01,26214.0
2010-10-04,25936.0
2010-10-05,26363.0
2010-10-06,26273.0
2010-10-07,26201.0
2010-10-08,26406.0
2010-10-11,26441.0
2010-10-12,26543.0
2010-10-13,26796.0
2010-10-14,26660.0
2010-10-15,26711.0
2010-10-18,26907.0
2010-10-19,26524.0
2010-10-20,26851.0
2010-10-21,26885.0
2010-10-22,27003.0
2010-10-25,27130.0
2010-10-26,27091.0
2010-10-27,26968.0
2010-10-28,26973.0
2010-10-29,27047.0
2010-11-01,27058.0
2010-11-02,27369.0
2010-11-03,27464.0
2010-11-04,27824.0
2010-11-05,27947.0
2010-11-08,27853.0
2010-11-09,27567.0
2010-11-10,27735.0
2010-11-11,27676.0
2010-11-12,27297.0
2010-11-15,27287.0
2010-11-16,26884.0
2010-11-17,26980.0
2010-11-18,27351.0
2010-11-19,27455.0
2010-11-22,27499.0
2010-11-23,27113.0
2010-11-24,27520.0
2010-11-26,27203.0
2010-11-29,27094.0
2010-11-30,26914.0
2010-12-01,27339.0
2010-12-02,27663.0
2010-12-03,27769.0
2010-12-06,27683.0
2010-12-07,27738.0
2010-12-08,27760.0
2010-12-09,27889.0
2010-12-10,28146.0
2010-12-13,28101.0
2010-12-14,28149.0
2010-12-15,27953.0
2010-12-16,28238.0
2010-12-17,28319.0
2010-12-20,28412.0
2010-12-21,28639.0
2010-12-22,28758.0
2010-12-23,28586.0
2010-12-27,28639.0
2010-12-28,28612.0
2010-12-29,28688.0
2010-12-30,28626.0
2010-12-31,28532.0
2011-01-03,28822.0
2011-01-04,28643.0
2011-01-05,28772.0
2011-01-06,28666.0
2011-01-07,28595.0
2011-01-10,28615.0
2011-01-11,28712.0
2011-01-12,28976.0
2011-01-13,28941.0
2011-01-14,29167.0
2011-01-18,29294.0
2011-01-19,28950.0
2011-01-20,28903.0
2011-01-21,28913.0
2011-01-24,29122.0
2011-01-25,29142.0
2011-01-26,29267.0
2011-01-27,29419.0
2011-01-28,29012.0
2011-01-31,29216.0
2011-02-01,29564.0
2011-02-02,29435.0
2011-02-03,29539.0
2011-02-04,29677.0
2011-02-07,29892.0
2011-02-08,30081.0
2011-02-09,30031.0
2011-02-10,30159.0
2011-02-11,30391.0
2011-02-14,30406.0
2011-02-15,30329.0
2011-02-16,30525.0
2011-02-17,30656.0
2011-02-18,30765.0
2011-02-22,30368.0
2011-02-23,30063.0
2011-02-24,30092.0
2011-02-25,30455.0
2011-02-28,30600.0
2011-03-01,30203.0
2011-03-02,30314.0
2011-03-03,30733.0
2011-03-04,30470.0
2011-03-07,30172.0
2011-03-08,30513.0
2011-03-09,30496.0
2011-03-10,30095.0
2011-03-11,30364.0
2011-03-14,30057.0
2011-03-15,29744.0
2011-03-16,29355.0
2011-03-17,29661.0
2011-03-18,29885.0
2011-03-21,30263.0
2011-03-22,30054.0
2011-03-23,30096.0
2011-03-24,30439.0
2011-03-25,30622.0
2011-03-28,30466.0
2011-03-29,30756.0
2011-03-30,31057.0
2011-03-31,31051.0
2011-04-01,31304.0
2011-04-04,31339.0
2011-04-05,31286.0
2011-04-06,31376.0
2011-04-07,31190.0
2011-04-08,30911.0
2011-04-11,30842.0
2011-04-12,30623.0
2011-04-13,30687.0
2011-04-14,30725.0
2011-04-15,30991.0
2011-04-18,30621.0
2011-04-19,30790.0
2011-04-20,31122.0
2011-04-21,31308.0
2011-04-25,31213.0
2011-04-26,31507.0
2011-04-27,31770.0
2011-04-28,31910.0
2011-04-29,31944.0
2011-05-02,31900.0
2011-05-03,31781.0
2011-05-04,31543.0
2011-05-05,31386.0
2011-05-06,31583.0
2011-05-09,31776.0
2011-05-10,32139.0
2011-05-11,31846.0
2011-05-12,32049.0
2011-05-13,31718.0
2011-05-16,31561.0
2011-05-17,31498.0
2011-05-18,31815.0
2011-05-19,31934.0
2011-05-20,31648.0
2011-05-23,31241.0
2011-05-24,31106.0
2011-05-25,31254.0
2011-05-26,31481.0
2011-05-27,31690.0
2011-05-31,32034.0
2011-06-01,31605.0
2011-06-02,31561.0
2011-06-03,31210.0
2011-06-06,30858.0
2011-06-07,30939.0
2011-06-08,30742.0
2011-06-09,30971.0
2011-06-10,30560.0
2011-06-13,30606.0
2011-06-14,30999.0
2011-06-15,30579.0
2011-06-16,30653.0
2011-06-17,30818.0
2011-06-20,31117.0
2011-06-21,31499.0
2011-06-22,31243.0
2011-06-23,31142.0
2011-06-24,30844.0
2011-06-27,31147.0
2011-06-28,31523.0
2011-06-29,31776.0
2011-06-30,32065.0
2011-07-01,32495.0
2011-07-05,32393.0
2011-07-06,32517.0
2011-07-07,32862.0
2011-07-08,32548.0
2011-07-11,32110.0
2011-07-12,31994.0
2011-07-13,32080.0
2011-07-14,31729.0
2011-07-15,31822.0
2011-07-18,31431.0
2011-07-19,31829.0
2011-07-20,31794.0
2011-07-21,32132.0
2011-07-22,32137.0
2011-07-25,31868.0
2011-07-26,31695.0
2011-07-27,31280.0
2011-07-28,31156.0
2011-07-29,30988.0
2011-08-01,30763.0
2011-08-02,30336.0
2011-08-03,30529.0
2011-08-04,30073.0
2011-08-05,30004.0
2011-08-08,29544.0
2011-08-09,29988.0
2011-08-10,29560.0
2011-08-11,30018.0
2011-08-12,30156.0
2011-08-15,30571.0
2011-08-16,30250.0
2011-08-17,30214.0
2011-08-18,29764.0
2011-08-19,29433.0
2011-08-22,29488.0
2011-08-23,29933.0
2011-08-24,30286.0
2011-08-25,29870.0
2011-08-26,30274.0
2011-08-29,30728.0
2011-08-30,30827.0
2011-08-31,31054.0
2011-09-01,30667.0
2011-09-02,30225.0
2011-09-06,29998.0
2011-09-07,30436.0
2011-09-08,30122.0
2011-09-09,29686.0
2011-09-12,29885.0
2011-09-13,30221.0
2011-09-14,30596.0
2011-09-15,30960.0
2011-09-16,31079.0
2011-09-19,30794.0
2011-09-20,30679.0
2011-09-21,30265.0
2011-09-22,29850.0
2011-09-23,30059.0
2011-09-26,30444.0
2011-09-27,30733.0
2011-09-28,30299.0
2011-09-29,30490.0
2011-09-30,30095.0
2011-10-03,29648.0
2011-10-04,30027.0
2011-10-05,30340.0
2011-10-06,30734.0
2011-10-07,30510.0
2011-10-10,30965.0
2011-10-11,30945.0
2011-10-12,31190.0
2011-10-13,31080.0
2011-10-14,31430.0
2011-10-17,31026.0
2011-10-18,31430.0
2011-10-19,31126.0
2011-10-20,31305.0
2011-10-21,31707.0
2011-10-24,32058.0
2011-10-25,31645.0
2011-10-26,31888.0
2011-10-27,32308.0
2011-10-28,32258.0
2011-10-31,31863.0
2011-11-01,31453.0
2011-11-02,31813.0
2011-11-03,32197.0
2011-11-04,32005.0
2011-11-07,32149.0
2011-11-08,32480.0
2011-11-09,32022.0
2011-11-10,32279.0
2011-11-11,32701.0
2011-11-14,32365.0
2011-11-15,32598.0
2011-11-16,32213.0
2011-11-17,31818.0
2011-11-18,31855.0
2011-11-21,31450.0
2011-11-22,31297.0
2011-11-23,30858.0
2011-11-25,30820.0
2011-11-28,31269.0
2011-11-29,31334.0
2011-11-30,31783.0
2011-12-01,31686.0
2011-12-02,31687.0
2011-12-05,32017.0
2011-12-06,31964.0
2011-12-07,31990.0
2011-12-08,31559.0
2011-12-09,32000.0
2011-12-12,31615.0
2011-12-13,31291.0
2011-12-14,30998.0
2011-12-15,31195.0
2011-12-16,31377.0
2011-12-19,31021.0
2011-12-20,31468.0
2011-12-21,31592.0
2011-12-22,31830.0
2011-12-23,32161.0
2011-12-27,32265.0
2011-12-28,31832.0
2011-12-29,32249.0
2011-12-30,32006.0
2012-01-03,32222.0
2012-01-04,32157.0
2012-01-05,32314.0
2012-01-06,32241.0
2012-01-09,32347.0
2012-01-10,32662.0
2012-01-11,32754.0
2012-01-12,32893.0
2012-01-13,32706.0
2012-01-17,32871.0
2012-01-18,33197.0
2012-01-19,33386.0
2012-01-20,33359.0
2012-01-23,33329.0
2012-01-24,33369.0
2012-01-25,33635.0
2012-01-26,33484.0
2012-01-27,33505.0
2012-01-30,33305.0
2012-01-31,33386.0
2012-02-01,33747.0
2012-02-02,33738.0
2012-02-03,34099.0
2012-02-06,33973.0
2012-02-07,34032.0
2012-02-08,34078.0
2012-02-09,34121.0
2012-02-10,33833.0
2012-02-13,34084.0
2012-02-14,34026.0
2012-02-15,33853.0
2012-02-16,34206.0
2012-02-17,34205.0
2012-02-21,34110.0
2012-02-22,33993.0
2012-02-23,34206.0
2012-02-24,34227.0
2012-02-27,34264.0
2012-02-28,34281.0
2012-02-29,34089.0
2012-03-01,34298.0
2012-03-02,34114.0
2012-03-05,34053.0
2012-03-06,33633.0
2012-03-07,33943.0
2012-03-08,34289.0
2012-03-09,34536.0
2012-03-12,34526.0
2012-03-13,34951.0
2012-03-14,34775.0
2012-03-15,35015.0
2012-03-16,34988.0
2012-03-19,35063.0
2012-03-20,34895.0
2012-03-21,34860.0
2012-03-22,34645.0
2012-03-23,34810.0
2012-03-26,35234.0
2012-03-27,35118.0
2012-03-28,34885.0
2012-03-29,34813.0
2012-03-30,34983.0
2012-04-02,35284.0
2012-04-03,35184.0
2012-04-04,34833.0
2012-04-05,34768.0
2012-04-09,34364.0
2012-04-10,33914.0
2012-04-11,34270.0
2012-04-12,34679.0
2012-04-13,34365.0
2012-04-16,34446.0
2012-04-17,34854.0
2012-04-18,34674.0
2012-04-19,34459.0
2012-04-20,34604.0
2012-04-23,34245.0
2012-04-24,34408.0
2012-04-25,34775.0
2012-04-26,35048.0
2012-04-27,35240.0
2012-04-30,35048.0
2012-05-01,35276.0
2012-05-02,35215.0
2012-05-03,34922.0
2012-05-04,34547.0
2012-05-07,34589.0
2012-05-08,34439.0
2012-05-09,34200.0
2012-05-10,34344.0
2012-05-11,34325.0
2012-05-14,33957.0
2012-05-15,33785.0
2012-05-16,33612.0
2012-05-17,33188.0
2012-05-18,32881.0
2012-05-21,33280.0
2012-05-22,33355.0
2012-05-23,33487.0
2012-05-24,33624.0
2012-05-25,33596.0
2012-05-29,33973.0
2012-05-30,33561.0
2012-05-31,33515.0
2012-06-01,33078.0
2012-06-04,33025.0
2012-06-05,33322.0
2012-06-06,33765.0
2012-06-07,33708.0
2012-06-08,34048.0
2012-06-11,33646.0
2012-06-12,34021.0
2012-06-13,33741.0
2012-06-14,34005.0
2012-06-15,34353.0
2012-06-18,34498.0
2012-06-19,34809.0
2012-06-20,34681.0
2012-06-21,34238.0
2012-06-22,34459.0
2012-06-25,34053.0
2012-06-26,34241.0
2012-06-27,34507.0
2012-06-28,34539.0
2012-06-29,34965.0
2012-07-02,35078.0
2012-07-03,35319.0
2012-07-05,35145.0
2012-07-06,34851.0
2012-07-09,34718.0
2012-07-10,34453.0
2012-07-11,34451.0
2012-07-12,34324.0
2012-07-13,34751.0
2012-07-16,34570.0
2012-07-17,34852.0
2012-07-18,35024.0
2012-07-19,35061.0
2012-07-20,34727.0
2012-07-23,34373.0
2012-07-24,34036.0
2012-07-25,34088.0
2012-07-26,34425.0
2012-07-27,34858.0
2012-07-30,34811.0
2012-07-31,34558.0
2012-08-01,34353.0
2012-08-02,34151.0
2012-08-03,34554.0
2012-08-06,34583.0
2012-08-07,34783.0
2012-08-08,34797.0
2012-08-09,34775.0
2012-08-10,34887.0
2012-08-13,34768.0
2012-08-14,34711.0
2012-08-15,34882.0
2012-08-16,35149.0
2012-08-17,35249.0
2012-08-20,35133.0
2012-08-21,35012.0
2012-08-22,34927.0
2012-08-23,34645.0
2012-08-24,34904.0
2012-08-27,34835.0
2012-08-28,34804.0
2012-08-29,34865.0
2012-08-30,34559.0
2012-08-31,34836.0
2012-09-04,34892.0
2012-09-05,34800.0
2012-09-06,35242.0
2012-09-07,35319.0
2012-09-10,35103.0
2012-09-11,35177.0
2012-09-12,35283.0
2012-09-13,35647.0
2012-09-14,35794.0
2012-09-17,35561.0
2012-09-18,35420.0
2012-09-19,35491.0
2012-09-20,35417.0
2012-09-21,35403.0
2012-09-24,35316.0
2012-09-25,34973.0
2012-09-26,34792.0
2012-09-27,35104.0
2012-09-28,34965.0
2012-10-01,34992.0
2012-10-02,35098.0
2012-10-03,35246.0
2012-10-04,35544.0
2012-10-05,35596.0
2012-10-08,35435.0
2012-10-09,35095.0
2012-10-10,34886.0
2012-10-11,34995.0
2012-10-12,34794.0
2012-10-15,35117.0
2012-10-16,35440.0
2012-10-17,35629.0
2012-10-18,35649.0
2012-10-19,35246.0
2012-10-22,35179.0
2012-10-23,34872.0
2012-10-24,34752.0
2012-10-25,34903.0
2012-10-26,34810.0
2012-10-31,34931.0
2012-11-01,35229.0
2012-11-02,34944.0
2012-11-05,35033.0
2012-11-06,35348.0
2012-11-07,34954.0
2012-11-08,34591.0
2012-11-09,34623.0
2012-11-12,34591.0
2012-11-13,34458.0
2012-11-14,34052.0
2012-11-15,34002.0
2012-11-16,34243.0
2012-11-19,34630.0
2012-11-20,34724.0
2012-11-21,34845.0
2012-11-23,35246.0
2012-11-26,35139.0
2012-11-27,34946.0
2012-11-28,35228.0
2012-11-29,35452.0
2012-11-30,35516.0
2012-12-03,35297.0
2012-12-04,35256.0
2012-12-05,35345.0
2012-12-06,35464.0
2012-12-07,35597.0
2012-12-10,35696.0
2012-12-11,35903.0
2012-12-12,35886.0
2012-12-13,35672.0
2012-12-14,35572.0
2012-12-17,35938.0
2012-12-18,36288.0
2012-12-19,36053.0
2012-12-20,36315.0
2012-12-21,35991.0
2012-12-24,35845.0
2012-12-26,35525.0
2012-12-27,35468.0
2012-12-28,35046.0
2012-12-31,35508.0
2013-01-02,35937.0
2013-01-03,35930.0
2013-01-04,36178.0
2013-01-07,36071.0
2013-01-08,35945.0
2013-01-09,36136.0
2013-01-10,36360.0
2013-01-11,36323.0
2013-01-14,36356.0
2013-01-15,36489.0
2013-01-16,36361.0
2013-01-17,36662.0
2013-01-18,36817.0
2013-01-22,37034.0
2013-01-23,36951.0
2013-01-24,37157.0
2013-01-25,37422.0
2013-01-28,37323.0
2013-01-29,37460.0
2013-01-30,37277.0
2013-01-31,37219.0
2013-02-01,37547.0
2013-02-04,37170.0
2013-02-05,37524.0
2013-02-06,37647.0
2013-02-07,37528.0
2013-02-08,37794.0
2013-02-11,37745.0
2013-02-12,37884.0
2013-02-13,37990.0
2013-02-14,38006.0
2013-02-15,38042.0
2013-02-19,38263.0
2013-02-20,37903.0
2013-02-21,37641.0
2013-02-22,38015.0
2013-02-25,37592.0
2013-02-26,37846.0
2013-02-27,38266.0
2013-02-28,38301.0
2013-03-01,38401.0
2013-03-04,38601.0
2013-03-05,38964.0
2013-03-06,39005.0
2013-03-07,39015.0
2013-03-08,39275.0
2013-03-11,39423.0
2013-03-12,39289.0
2013-03-13,39468.0
2013-03-14,39718.0
2013-03-15,39618.0
2013-03-18,39333.0
2013-03-19,39286.0
2013-03-20,39632.0
2013-03-21,39288.0
2013-03-22,39546.0
2013-03-25,39377.0
2013-03-26,39711.0
2013-03-27,39741.0
2013-03-28,40014.0
2013-04-01,39763.0
2013-04-02,39817.0
2013-04-03,39452.0
2013-04-04,39664.0
2013-04-05,39514.0
2013-04-08,39834.0
2013-04-09,39912.0
2013-04-10,40279.0
2013-04-11,40481.0
2013-04-12,40346.0
2013-04-15,39883.0
2013-04-16,40289.0
2013-04-17,39885.0
2013-04-18,39682.0
2013-04-19,40006.0
2013-04-22,40112.0
2013-04-23,40457.0
2013-04-24,40549.0
2013-04-25,40752.0
2013-04-26,40581.0
2013-04-29,40844.0
2013-04-30,41019.0
2013-05-01,40682.0
2013-05-02,40984.0
2013-05-03,41306.0
2013-05-06,41401.0
2013-05-07,41641.0
2013-05-08,41813.0
2013-05-09,41633.0
2013-05-10,41888.0
2013-05-13,41822.0
2013-05-14,42218.0
2013-05-15,42463.0
2013-05-16,42194.0
2013-05-17,42535.0
2013-05-20,42444.0
2013-05-21,42478.0
2013-05-22,42109.0
2013-05-23,41970.0
2013-05-24,41857.0
2013-05-28,42088.0
2013-05-29,41816.0
2013-05-30,41992.0
2013-05-31,41591.0
2013-06-03,41703.0
2013-06-04,41459.0
2013-06-05,41061.0
2013-06-06,41384.0
2013-06-07,41736.0
2013-06-10,41686.0
2013-06-11,41333.0
2013-06-12,40993.0
2013-06-13,41417.0
2013-06-14,41237.0
2013-06-17,41543.0
2013-06-18,41889.0
2013-06-19,41469.0
2013-06-20,41029.0
2013-06-21,41103.0
2013-06-24,40791.0
2013-06-25,41155.0
2013-06-26,41470.0
2013-06-27,41801.0
2013-06-28,41690.0
2013-07-01,41919.0
2013-07-02,41822.0
2013-07-03,41827.0
2013-07-05,42160.0
2013-07-08,42355.0
2013-07-09,42659.0
2013-07-10,42699.0
2013-07-11,43071.0
2013-07-12,43201.0
2013-07-15,43267.0
2013-07-16,43048.0
2013-07-17,43168.0
2013-07-18,43432.0
2013-07-19,43530.0
2013-07-22,43638.0
2013-07-23,43554.0
2013-07-24,43309.0
2013-07-25,43416.0
2013-07-26,43413.0
2013-07-29,43226.0
2013-07-30,43294.0
2013-07-31,43351.0
2013-08-01,43734.0
2013-08-02,43727.0
2013-08-05,43645.0
2013-08-06,43387.0
2013-08-07,43158.0
2013-08-08,43361.0
2013-08-09,43268.0
2013-08-12,43223.0
2013-08-13,43304.0
2013-08-14,43046.0
2013-08-15,42653.0
2013-08-16,42537.0
2013-08-19,42274.0
2013-08-20,42584.0
2013-08-21,42294.0
2013-08-22,42680.0
2013-08-23,42782.0
2013-08-26,42617.0
2013-08-27,42207.0
2013-08-28,42281.0
2013-08-29,42478.0
2013-08-30,42206.0
2013-09-03,42349.0
2013-09-04,42680.0
2013-09-05,42745.0
2013-09-06,42768.0
2013-09-09,43169.0
2013-09-10,43483.0
2013-09-11,43635.0
2013-09-12,43419.0
2013-09-13,43542.0
2013-09-16,43837.0
2013-09-17,44073.0
2013-09-18,44404.0
2013-09-19,44325.0
2013-09-20,44031.0
2013-09-23,43805.0
2013-09-24,43813.0
2013-09-25,43720.0
2013-09-26,43921.0
2013-09-27,43677.0
2013-09-30,43498.0
2013-10-01,43833.0
2013-10-02,43763.0
2013-10-03,43387.0
2013-10-04,43696.0
2013-10-07,43345.0
2013-10-08,42968.0
2013-10-09,42982.0
2013-10-10,43434.0
2013-10-11,43731.0
2013-10-14,43893.0
2013-10-15,43533.0
2013-10-16,43944.0
2013-10-17,44257.0
2013-10-18,44466.0
2013-10-21,44430.0
2013-10-22,44638.0
2013-10-23,44486.0
2013-10-24,44610.0
2013-10-25,44779.0
2013-10-28,44734.0
2013-10-29,44951.0
2013-10-30,44653.0
2013-10-31,44510.0
2013-11-01,44613.0
2013-11-04,44807.0
2013-11-05,44647.0
2013-11-06,44817.0
2013-11-07,44400.0
2013-11-08,44718.0
2013-11-11,44764.0
2013-11-12,44695.0
2013-11-13,45044.0
2013-11-14,45306.0
2013-11-15,45478.0
2013-11-18,45256.0
2013-11-19,45052.0
2013-11-20,44886.0
2013-11-21,45234.0
2013-11-22,45388.0
2013-11-25,45278.0
2013-11-26,45290.0
2013-11-27,45416.0
2013-11-29,45248.0
2013-12-02,45142.0
2013-12-03,45002.0
2013-12-04,44939.0
2013-12-05,44771.0
2013-12-06,45111.0
2013-12-09,45136.0
2013-12-10,44986.0
2013-12-11,44601.0
2013-12-12,44510.0
2013-12-13,44537.0
2013-12-16,44795.0
2013-12-17,44686.0
2013-12-18,45087.0
2013-12-19,44936.0
2013-12-20,45224.0
2013-12-23,45424.0
2013-12-24,45700.0
2013-12-26,45907.0
2013-12-27,45893.0
2013-12-30,45989.0
2013-12-31,46204.0
2014-01-02,45850.0
2014-01-03,45924.0
2014-01-06,45745.0
2014-01-07,46006.0
2014-01-08,45993.0
2014-01-09,46102.0
2014-01-10,46266.0
2014-01-13,45873.0
2014-01-14,46240.0
2014-01-15,46388.0
2014-01-16,46368.0
2014-01-17,46204.0
2014-01-21,46317.0
2014-01-22,46413.0
2014-01-23,46093.0
2014-01-24,45654.0
2014-01-27,45442.0
2014-01-28,45768.0
2014-01-29,45466.0
2014-01-30,45811.0
2014-01-31,45637.0
2014-02-03,45176.0
2014-02-04,45427.0
2014-02-05,45359.0
2014-02-06,45724.0
2014-02-07,46084.0
2014-02-10,46129.0
2014-02-11,46497.0
2014-02-12,46581.0
2014-02-13,46872.0
2014-02-14,47088.0
2014-02-18,47212.0
2014-02-19,46945.0
2014-02-20,47219.0
2014-02-21,47225.0
2014-02-24,47425.0
2014-02-25,47366.0
2014-02-26,47411.0
2014-02-27,47583.0
2014-02-28,47753.0
2014-03-03,47460.0
2014-03-04,47900.0
2014-03-05,47841.0
2014-03-06,47944.0
2014-03-07,48004.0
2014-03-10,47890.0
2014-03-11,47667.0
2014-03-12,47710.0
2014-03-13,47330.0
2014-03-14,47313.0
2014-03-17,47656.0
2014-03-18,47951.0
2014-03-19,47660.0
2014-03-20,47806.0
2014-03-21,47803.0
2014-03-24,47559.0
2014-03-25,47668.0
2014-03-26,47370.0
2014-03-27,47313.0
2014-03-28,47593.0
2014-03-31,47945.0
2014-04-01,48195.0
2014-04-02,48307.0
2014-04-03,48274.0
2014-04-04,47962.0
2014-04-07,47632.0
2014-04-08,47823.0
2014-04-09,48150.0
2014-04-10,47705.0
2014-04-11,47349.0
2014-04-14,47689.0
2014-04-15,47917.0
2014-04-16,48282.0
2014-04-17,48350.0
2014-04-21,48445.0
2014-04-22,48666.0
2014-04-23,48624.0
2014-04-24,48619.0
2014-04-25,48342.0
2014-04-28,48366.0
2014-04-29,48517.0
2014-04-30,48702.0
2014-05-01,48756.0
2014-05-02,48784.0
2014-05-05,48830.0
2014-05-06,48506.0
2014-05-07,48717.0
2014-05-08,48656.0
2014-05-09,48732.0
2014-05-12,49079.0
2014-05-13,48999.0
2014-05-14,48767.0
2014-05-15,48439.0
2014-05-16,48646.0
2014-05-19,48836.0
2014-05-20,48515.0
2014-05-21,48812.0
2014-05-22,48986.0
2014-05-23,49240.0
2014-05-27,49506.0
2014-05-28,49443.0
2014-05-29,49696.0
2014-05-30,49808.0
2014-06-02,49911.0
2014-06-03,49899.0
2014-06-04,50057.0
2014-06-05,50337.0
2014-06-06,50563.0
2014-06-09,50583.0
2014-06-10,50456.0
2014-06-11,50245.0
2014-06-12,49966.0
2014-06-13,50118.0
2014-06-16,50089.0
2014-06-17,50264.0
2014-06-18,50574.0
2014-06-19,50620.0
2014-06-20,50749.0
2014-06-23,50681.0
2014-06-24,50422.0
2014-06-25,50633.0
2014-06-26,50507.0
2014-06-27,50666.0
2014-06-30,50703.0
2014-07-01,50987.0
2014-07-02,50888.0
2014-07-03,51172.0
2014-07-07,50907.0
2014-07-08,50660.0
2014-07-09,50850.0
2014-07-10,50604.0
2014-07-11,50678.0
2014-07-14,50854.0
2014-07-15,50802.0
2014-07-16,50883.0
2014-07-17,50487.0
2014-07-18,50910.0
2014-07-21,50745.0
2014-07-22,51002.0
2014-07-23,51032.0
2014-07-24,51138.0
2014-07-25,50898.0
2014-07-28,50854.0
2014-07-29,50601.0
2014-07-30,50629.0
2014-07-31,50198.0
2014-08-01,50121.0
2014-08-04,50400.0
2014-08-05,50084.0
2014-08-06,50125.0
2014-08-07,49874.0
2014-08-08,50280.0
2014-08-11,50447.0
2014-08-12,50376.0
2014-08-13,50711.0
2014-08-14,50950.0
2014-08-15,50842.0
2014-08-18,51205.0
2014-08-19,51455.0
2014-08-20,51655.0
2014-08-21,51765.0
2014-08-22,51565.0
2014-08-25,51784.0
2014-08-26,51798.0
2014-08-27,51783.0
2014-08-28,51700.0
2014-08-29,51952.0
2014-09-02,52014.0
2014-09-03,52033.0
2014-09-04,51994.0
2014-09-05,52253.0
2014-09-08,52119.0
2014-09-09,51765.0
2014-09-10,51900.0
2014-09-11,52002.0
2014-09-12,51718.0
2014-09-15,51615.0
2014-09-16,51917.0
2014-09-17,51931.0
2014-09-18,52142.0
2014-09-19,52025.0
2014-09-22,51627.0
2014-09-23,51291.0
2014-09-24,51559.0
2014-09-25,51112.0
2014-09-26,51486.0
2014-09-29,51399.0
2014-09-30,51193.0
2014-10-01,50838.0
2014-10-02,50907.0
2014-10-03,51290.0
2014-10-06,51163.0
2014-10-07,50745.0
2014-10-08,51185.0
2014-10-09,50749.0
2014-10-10,50443.0
2014-10-13,50087.0
2014-10-14,50291.0
2014-10-15,50159.0
2014-10-16,50223.0
2014-10-17,50556.0
2014-10-20,50883.0
2014-10-21,51333.0
2014-10-22,51099.0
2014-10-23,51468.0
2014-10-24,51782.0
2014-10-27,51822.0
2014-10-28,52197.0
2014-10-29,52101.0
2014-10-30,52371.0
2014-10-31,52735.0
2014-11-03,52805.0
2014-11-04,52763.0
2014-11-05,52970.0
2014-11-06,53177.0
2014-11-07,53206.0
2014-11-10,53435.0
2014-11-11,53422.0
2014-11-12,53401.0
2014-11-13,53349.0
2014-11-14,53273.0
2014-11-17,53309.0
2014-11-18,53538.0
2014-11-19,53403.0
2014-11-20,53510.0
2014-11-21,53776.0
2014-11-24,53974.0
2014-11-25,53942.0
2014-11-26,54051.0
2014-11-28,54214.0
2014-12-01,53915.0
2014-12-02,54185.0
2014-12-03,54373.0
2014-12-04,54313.0
2014-12-05,54407.0
2014-12-08,54283.0
2014-12-09,54330.0
2014-12-10,53897.0
2014-12-11,54142.0
2014-12-12,53758.0
2014-12-15,53518.0
2014-12-16,53306.0
2014-12-17,53753.0
2014-12-18,54204.0
2014-12-19,54337.0
2014-12-22,54590.0
2014-12-23,54773.0
2014-12-24,54736.0
2014-12-26,54848.0
2014-12-29,54968.0
2014-12-30,54705.0
2014-12-31,54299.0
2015-01-02,54249.0
2015-01-05,53864.0
2015-01-06,53580.0
2015-01-07,53948.0
2015-01-08,54384.0
2015-01-09,54086.0
2015-01-12,53832.0
2015-01-13,53771.0
2015-01-14,53611.0
2015-01-15,53359.0
2015-01-16,53758.0
2015-01-20,53714.0
2015-01-21,53895.0
2015-01-22,54262.0
2015-01-23,54160.0
2015-01-26,54369.0
2015-01-27,54074.0
2015-01-28,53689.0
2015-01-29,53987.0
2015-01-30,53609.0
2015-02-02,53924.0
2015-02-03,54290.0
2015-02-04,54175.0
2015-02-05,54522.0
2015-02-06,54434.0
2015-02-09,54216.0
2015-02-10,54578.0
2015-02-11,54551.0
2015-02-12,54905.0
2015-02-13,55031.0
2015-02-17,55082.0
2015-02-18,55168.0
2015-02-19,55139.0
2015-02-20,55420.0
2015-02-23,55360.0
2015-02-24,55482.0
2015-02-25,55466.0
2015-02-26,55356.0
2015-02-27,55180.0
2015-03-02,55452.0
2015-03-03,55216.0
2015-03-04,54947.0
2015-03-05,55121.0
2015-03-06,54740.0
2015-03-09,54984.0
2015-03-10,54581.0
2015-03-11,54630.0
2015-03-12,55006.0
2015-03-13,54740.0
2015-03-16,55168.0
2015-03-17,55005.0
2015-03-18,55355.0
2015-03-19,55198.0
2015-03-20,55535.0
2015-03-23,55425.0
2015-03-24,55146.0
2015-03-25,54747.0
2015-03-26,54630.0
2015-03-27,54800.0
2015-03-30,55229.0
2015-03-31,54967.0
2015-04-01,54807.0
2015-04-02,55016.0
2015-04-06,55270.0
2015-04-07,55088.0
2015-04-08,55257.0
2015-04-09,55375.0
2015-04-10,55497.0
2015-04-13,55252.0
2015-04-14,55307.0
2015-04-15,55407.0
2015-04-16,55335.0
2015-04-17,54932.0
2015-04-20,55262.0
2015-04-21,55247.0
2015-04-22,55425.0
2015-04-23,55577.0
2015-04-24,55515.0
2015-04-27,55277.0
2015-04-28,55394.0
2015-04-29,55200.0
2015-04-30,54860.0
2015-05-01,55230.0
2015-05-04,55422.0
2015-05-05,55020.0
2015-05-06,54929.0
2015-05-07,55188.0
2015-05-08,55585.0
2015-05-11,55439.0
2015-05-12,55264.0
2015-05-13,55277.0
2015-05-14,55639.0
2015-05-15,55691.0
