Date,A/D-line
2006-02-13,18278.0
2006-02-14,18527.0
2006-02-15,18716.0
2006-02-16,18926.0
2006-02-17,18944.0
2006-02-21,18806.0
2006-02-22,19073.0
2006-02-23,18965.0
2006-02-24,19027.0
2006-02-27,19125.0
2006-02-28,18796.0
2006-03-01,19032.0
2006-03-02,18939.0
2006-03-03,18842.0
2006-03-06,18656.0
2006-03-07,18557.0
2006-03-08,18610.0
2006-03-09,18508.0
2006-03-10,18775.0
2006-03-13,18852.0
2006-03-14,19166.0
2006-03-15,19354.0
2006-03-16,19437.0
2006-03-17,19532.0
2006-03-20,19494.0
2006-03-21,19245.0
2006-03-22,19450.0
2006-03-23,19373.0
2006-03-24,19455.0
2006-03-27,19355.0
2006-03-28,19188.0
2006-03-29,19461.0
2006-03-30,19345.0
2006-03-31,19302.0
2006-04-03,19309.0
2006-04-04,19458.0
2006-04-05,19567.0
2006-04-06,19466.0
2006-04-07,19165.0
2006-04-10,19083.0
2006-04-11,18790.0
2006-04-12,18865.0
2006-04-13,18880.0
2006-04-17,18782.0
2006-04-18,19147.0
2006-04-19,19281.0
2006-04-20,19355.0
2006-04-21,19316.0
2006-04-24,19230.0
2006-04-25,19083.0
2006-04-26,19134.0
2006-04-27,19208.0
2006-04-28,19194.0
2006-05-01,19054.0
2006-05-02,19162.0
2006-05-03,19107.0
2006-05-04,19256.0
2006-05-05,19536.0
2006-05-08,19522.0
2006-05-09,19470.0
2006-05-10,19439.0
2006-05-11,19094.0
2006-05-12,18771.0
2006-05-15,18837.0
2006-05-16,18749.0
2006-05-17,18392.0
2006-05-18,18205.0
2006-05-19,18355.0
2006-05-22,18230.0
2006-05-23,18082.0
2006-05-24,18080.0
2006-05-25,18376.0
2006-05-26,18592.0
2006-05-30,18237.0
2006-05-31,18541.0
2006-06-01,18867.0
2006-06-02,18932.0
2006-06-05,18557.0
2006-06-06,18453.0
2006-06-07,18379.0
2006-06-08,18359.0
2006-06-09,18322.0
2006-06-12,17984.0
2006-06-13,17759.0
2006-06-14,17845.0
2006-06-15,18239.0
2006-06-16,18103.0
2006-06-19,17821.0
2006-06-20,17780.0
2006-06-21,18077.0
2006-06-22,17868.0
2006-06-23,17884.0
2006-06-26,18077.0
2006-06-27,17786.0
2006-06-28,17896.0
2006-06-29,18305.0
2006-06-30,18363.0
2006-07-03,18585.0
2006-07-05,18328.0
2006-07-06,18372.0
2006-07-07,18120.0
2006-07-10,18223.0
2006-07-11,18325.0
2006-07-12,18068.0
2006-07-13,17731.0
2006-07-14,17516.0
2006-07-17,17516.0
2006-07-18,17568.0
2006-07-19,17953.0
2006-07-20,17684.0
2006-07-21,17451.0
2006-07-24,17816.0
2006-07-25,18040.0
2006-07-26,18002.0
2006-07-27,17839.0
2006-07-28,18158.0
2006-07-31,18084.0
2006-08-01,17883.0
2006-08-02,18047.0
2006-08-03,18198.0
2006-08-04,18195.0
2006-08-07,18031.0
2006-08-08,17872.0
2006-08-09,17705.0
2006-08-10,17888.0
2006-08-11,17674.0
2006-08-14,17795.0
2006-08-15,18164.0
2006-08-16,18388.0
2006-08-17,18427.0
2006-08-18,18453.0
2006-08-21,18296.0
2006-08-22,18331.0
2006-08-23,18114.0
2006-08-24,18119.0
2006-08-25,18058.0
2006-08-28,18342.0
2006-08-29,18457.0
2006-08-30,18507.0
2006-08-31,18587.0
2006-09-01,18744.0
2006-09-05,18788.0
2006-09-06,18510.0
2006-09-07,18324.0
2006-09-08,18530.0
2006-09-11,18583.0
2006-09-12,18856.0
2006-09-13,19005.0
2006-09-14,18937.0
2006-09-15,19036.0
2006-09-18,18914.0
2006-09-19,18868.0
2006-09-20,19062.0
2006-09-21,18857.0
2006-09-22,18714.0
2006-09-25,19003.0
2006-09-26,19172.0
2006-09-27,19226.0
2006-09-28,19265.0
2006-09-29,19106.0
2006-10-02,18976.0
2006-10-03,19065.0
2006-10-04,19427.0
2006-10-05,19568.0
2006-10-06,19396.0
2006-10-09,19504.0
2006-10-10,19559.0
2006-10-11,19483.0
2006-10-12,19781.0
2006-10-13,19837.0
2006-10-16,19971.0
2006-10-17,19796.0
2006-10-18,19861.0
2006-10-19,19844.0
2006-10-20,19821.0
2006-10-23,20032.0
2006-10-24,19992.0
2006-10-25,20079.0
2006-10-26,20289.0
2006-10-27,20027.0
2006-10-30,20141.0
2006-10-31,20090.0
2006-11-01,19849.0
2006-11-02,19821.0
2006-11-03,19706.0
2006-11-06,20033.0
2006-11-07,20109.0
2006-11-08,20228.0
2006-11-09,20057.0
2006-11-10,20246.0
2006-11-13,20343.0
2006-11-14,20595.0
2006-11-15,20738.0
2006-11-16,20905.0
2006-11-17,20809.0
2006-11-20,20779.0
2006-11-21,20822.0
2006-11-22,20938.0
2006-11-24,20792.0
2006-11-27,20430.0
2006-11-28,20469.0
2006-11-29,20752.0
2006-11-30,20809.0
2006-12-01,20645.0
2006-12-04,20982.0
2006-12-05,21078.0
2006-12-06,21055.0
2006-12-07,20844.0
2006-12-08,20889.0
2006-12-11,20920.0
2006-12-12,20826.0
2006-12-13,20806.0
2006-12-14,21042.0
2006-12-15,20958.0
2006-12-18,20778.0
2006-12-19,20828.0
2006-12-20,20820.0
2006-12-21,20640.0
2006-12-22,20401.0
2006-12-26,20635.0
2006-12-27,20927.0
2006-12-28,20819.0
2006-12-29,20556.0
2007-01-03,20644.0
2007-01-04,20673.0
2007-01-05,20408.0
2007-01-08,20466.0
2007-01-09,20535.0
2007-01-10,20661.0
2007-01-11,20925.0
2007-01-12,21042.0
2007-01-16,21100.0
2007-01-17,21118.0
2007-01-18,20969.0
2007-01-19,21118.0
2007-01-22,20906.0
2007-01-23,21055.0
2007-01-24,21343.0
2007-01-25,21067.0
2007-01-26,21074.0
2007-01-29,21164.0
2007-01-30,21331.0
2007-01-31,21544.0
2007-02-01,21785.0
2007-02-02,21862.0
2007-02-05,21843.0
2007-02-06,21951.0
2007-02-07,22070.0
2007-02-08,22033.0
2007-02-09,21773.0
2007-02-12,21693.0
2007-02-13,21970.0
2007-02-14,22217.0
2007-02-15,22299.0
2007-02-16,22289.0
2007-02-20,22468.0
2007-02-21,22384.0
2007-02-22,22312.0
2007-02-23,22208.0
2007-02-26,22073.0
2007-02-27,21640.0
2007-02-28,21750.0
2007-03-01,21625.0
2007-03-02,21253.0
2007-03-05,20922.0
2007-03-06,21316.0
2007-03-07,21229.0
2007-03-08,21518.0
2007-03-09,21632.0
2007-03-12,21763.0
2007-03-13,21354.0
2007-03-14,21562.0
2007-03-15,21780.0
2007-03-16,21571.0
2007-03-19,21930.0
2007-03-20,22196.0
2007-03-21,22575.0
2007-03-22,22531.0
2007-03-23,22618.0
2007-03-26,22550.0
2007-03-27,22291.0
2007-03-28,22024.0
2007-03-29,22119.0
2007-03-30,22118.0
2007-04-02,22234.0
2007-04-03,22556.0
2007-04-04,22547.0
2007-04-05,22672.0
2007-04-09,22714.0
2007-04-10,22816.0
2007-04-11,22542.0
2007-04-12,22711.0
2007-04-13,22786.0
2007-04-16,23069.0
2007-04-17,23111.0
2007-04-18,23084.0
2007-04-19,22949.0
2007-04-20,23262.0
2007-04-23,23249.0
2007-04-24,23180.0
2007-04-25,23429.0
2007-04-26,23349.0
2007-04-27,23259.0
2007-04-30,22940.0
2007-05-01,23044.0
2007-05-02,23328.0
2007-05-03,23413.0
2007-05-04,23476.0
2007-05-07,23548.0
2007-05-08,23447.0
2007-05-09,23626.0
2007-05-10,23259.0
2007-05-11,23562.0
2007-05-14,23438.0
2007-05-15,23276.0
2007-05-16,23491.0
2007-05-17,23371.0
2007-05-18,23582.0
2007-05-21,23695.0
2007-05-22,23730.0
2007-05-23,23625.0
2007-05-24,23294.0
2007-05-25,23477.0
2007-05-29,23602.0
2007-05-30,23884.0
2007-05-31,23966.0
2007-06-01,24117.0
2007-06-04,24154.0
2007-06-05,23898.0
2007-06-06,23579.0
2007-06-07,23172.0
2007-06-08,23532.0
2007-06-11,23545.0
2007-06-12,23203.0
2007-06-13,23567.0
2007-06-14,23677.0
2007-06-15,23927.0
2007-06-18,23815.0
2007-06-19,23851.0
2007-06-20,23535.0
2007-06-21,23689.0
2007-06-22,23383.0
2007-06-25,23193.0
2007-06-26,23070.0
2007-06-27,23375.0
2007-06-28,23342.0
2007-06-29,23237.0
2007-07-02,23552.0
2007-07-03,23662.0
2007-07-05,23642.0
2007-07-06,23821.0
2007-07-09,23797.0
2007-07-10,23439.0
2007-07-11,23640.0
2007-07-12,24010.0
2007-07-13,24158.0
2007-07-16,24024.0
2007-07-17,23995.0
2007-07-18,23870.0
2007-07-19,24035.0
2007-07-20,23695.0
2007-07-23,23738.0
2007-07-24,23369.0
2007-07-25,23390.0
2007-07-26,22999.0
2007-07-27,22680.0
2007-07-30,22938.0
2007-07-31,22676.0
2007-08-01,22842.0
2007-08-02,22999.0
2007-08-03,22631.0
2007-08-06,22937.0
2007-08-07,23071.0
2007-08-08,23262.0
2007-08-09,22947.0
2007-08-10,22913.0
2007-08-13,22906.0
2007-08-14,22541.0
2007-08-15,22190.0
2007-08-16,22204.0
2007-08-17,22590.0
2007-08-20,22623.0
2007-08-21,22675.0
2007-08-22,22955.0
2007-08-23,22846.0
2007-08-24,23169.0
2007-08-27,22890.0
2007-08-28,22477.0
2007-08-29,22892.0
2007-08-30,22756.0
2007-08-31,23114.0
2007-09-04,23410.0
2007-09-05,23139.0
2007-09-06,23272.0
2007-09-07,22881.0
2007-09-10,22743.0
2007-09-11,23075.0
2007-09-12,23046.0
2007-09-13,23228.0
2007-09-14,23318.0
2007-09-17,23093.0
2007-09-18,23508.0
2007-09-19,23682.0
2007-09-20,23450.0
2007-09-21,23545.0
2007-09-24,23381.0
2007-09-25,23380.0
2007-09-26,23586.0
2007-09-27,23735.0
2007-09-28,23593.0
2007-10-01,23927.0
2007-10-02,23936.0
2007-10-03,23848.0
2007-10-04,23944.0
2007-10-05,24275.0
2007-10-08,24117.0
2007-10-09,24362.0
2007-10-10,24299.0
2007-10-11,24105.0
2007-10-12,24265.0
2007-10-15,23980.0
2007-10-16,23792.0
2007-10-17,23831.0
2007-10-18,23843.0
2007-10-19,23446.0
2007-10-22,23641.0
2007-10-23,23802.0
2007-10-24,23758.0
2007-10-25,23744.0
2007-10-26,24001.0
2007-10-29,24084.0
2007-10-30,23991.0
2007-10-31,24270.0
2007-11-01,23882.0
2007-11-02,23941.0
2007-11-05,23756.0
2007-11-06,23944.0
2007-11-07,23568.0
2007-11-08,23666.0
2007-11-09,23449.0
2007-11-12,23343.0
2007-11-13,23743.0
2007-11-14,23568.0
2007-11-15,23359.0
2007-11-16,23410.0
2007-11-19,23089.0
2007-11-20,23149.0
2007-11-21,22851.0
2007-11-23,23214.0
2007-11-26,22894.0
2007-11-27,23172.0
2007-11-28,23598.0
2007-11-29,23520.0
2007-11-30,23716.0
2007-12-03,23572.0
2007-12-04,23453.0
2007-12-05,23768.0
2007-12-06,24075.0
2007-12-07,24036.0
2007-12-10,24258.0
2007-12-11,23854.0
2007-12-12,23978.0
2007-12-13,24010.0
2007-12-14,23692.0
2007-12-17,23369.0
2007-12-18,23548.0
2007-12-19,23507.0
2007-12-20,23670.0
2007-12-21,23999.0
2007-12-24,24281.0
2007-12-26,24221.0
2007-12-27,23842.0
2007-12-28,23885.0
2007-12-31,23712.0
2008-01-02,23389.0
2008-01-03,23315.0
2008-01-04,22941.0
2008-01-07,23014.0
2008-01-08,22712.0
2008-01-09,22868.0
2008-01-10,23038.0
2008-01-11,22787.0
2008-01-14,22943.0
2008-01-15,22571.0
2008-01-16,22612.0
2008-01-17,22249.0
2008-01-18,22160.0
2008-01-22,22071.0
2008-01-23,22317.0
2008-01-24,22356.0
2008-01-25,22130.0
2008-01-28,22445.0
2008-01-29,22567.0
2008-01-30,22414.0
2008-01-31,22683.0
2008-02-01,23006.0
2008-02-04,22810.0
2008-02-05,22433.0
2008-02-06,22283.0
2008-02-07,22472.0
2008-02-08,22349.0
2008-02-11,22450.0
2008-02-12,22620.0
2008-02-13,22876.0
2008-02-14,22521.0
2008-02-15,22510.0
2008-02-19,22450.0
2008-02-20,22680.0
2008-02-21,22372.0
2008-02-22,22582.0
2008-02-25,22918.0
2008-02-26,23100.0
2008-02-27,23015.0
2008-02-28,22739.0
2008-02-29,22329.0
2008-03-03,22383.0
2008-03-04,22320.0
2008-03-05,22423.0
2008-03-06,22015.0
2008-03-07,21882.0
2008-03-10,21548.0
2008-03-11,21933.0
2008-03-12,21796.0
2008-03-13,21946.0
2008-03-14,21571.0
2008-03-17,21370.0
2008-03-18,21787.0
2008-03-19,21509.0
2008-03-20,21819.0
2008-03-24,22080.0
2008-03-25,22190.0
2008-03-26,21960.0
2008-03-27,21736.0
2008-03-28,21505.0
2008-03-31,21724.0
2008-04-01,22134.0
2008-04-02,22152.0
2008-04-03,22174.0
2008-04-04,22178.0
2008-04-07,22167.0
2008-04-08,22084.0
2008-04-09,21806.0
2008-04-10,21942.0
2008-04-11,21584.0
2008-04-14,21519.0
2008-04-15,21674.0
2008-04-16,22047.0
2008-04-17,21999.0
2008-04-18,22277.0
2008-04-21,22191.0
2008-04-22,21894.0
2008-04-23,21993.0
2008-04-24,22159.0
2008-04-25,22363.0
2008-04-28,22357.0
2008-04-29,22317.0
2008-04-30,22180.0
2008-05-01,22509.0
2008-05-02,22501.0
2008-05-05,22339.0
2008-05-06,22505.0
2008-05-07,22161.0
2008-05-08,22268.0
2008-05-09,22111.0
2008-05-12,22448.0
2008-05-13,22449.0
2008-05-14,22639.0
2008-05-15,22869.0
2008-05-16,22822.0
2008-05-19,22806.0
2008-05-20,22567.0
2008-05-21,22211.0
2008-05-22,22350.0
2008-05-23,21994.0
2008-05-27,22274.0
2008-05-28,22397.0
2008-05-29,22619.0
2008-05-30,22642.0
2008-06-02,22329.0
2008-06-03,22276.0
2008-06-04,22386.0
2008-06-05,22732.0
2008-06-06,22318.0
2008-06-09,22277.0
2008-06-10,22257.0
2008-06-11,21884.0
2008-06-12,22041.0
2008-06-13,22384.0
2008-06-16,22456.0
2008-06-17,22258.0
2008-06-18,21974.0
2008-06-19,22198.0
2008-06-20,21833.0
2008-06-23,21698.0
2008-06-24,21566.0
2008-06-25,21816.0
2008-06-26,21414.0
2008-06-27,21290.0
2008-06-30,21222.0
2008-07-01,21287.0
2008-07-02,20994.0
2008-07-03,20957.0
2008-07-07,20818.0
2008-07-08,21131.0
2008-07-09,20846.0
2008-07-10,20916.0
2008-07-11,20693.0
2008-07-14,20495.0
2008-07-15,20424.0
2008-07-16,20712.0
2008-07-17,20939.0
2008-07-18,20924.0
2008-07-21,20861.0
2008-07-22,21099.0
2008-07-23,21206.0
2008-07-24,20879.0
2008-07-25,20956.0
2008-07-28,20651.0
2008-07-29,20991.0
2008-07-30,21152.0
2008-07-31,20983.0
2008-08-01,20890.0
2008-08-04,20778.0
2008-08-05,21148.0
2008-08-06,21208.0
2008-08-07,20919.0
2008-08-08,21279.0
2008-08-11,21488.0
2008-08-12,21276.0
2008-08-13,21145.0
2008-08-14,21343.0
2008-08-15,21499.0
2008-08-18,21181.0
2008-08-19,20866.0
2008-08-20,20898.0
2008-08-21,20868.0
2008-08-22,21182.0
2008-08-25,20775.0
2008-08-26,20876.0
2008-08-27,21165.0
2008-08-28,21507.0
2008-08-29,21185.0
2008-09-02,21235.0
2008-09-03,21234.0
2008-09-04,20832.0
2008-09-05,20894.0
2008-09-08,21181.0
2008-09-09,20803.0
2008-09-10,20914.0
2008-09-11,21164.0
2008-09-12,21268.0
2008-09-15,20859.0
2008-09-16,21062.0
2008-09-17,20656.0
2008-09-18,21024.0
2008-09-19,21304.0
2008-09-22,20901.0
2008-09-23,20673.0
2008-09-24,20614.0
2008-09-25,20877.0
2008-09-26,20899.0
2008-09-29,20464.0
2008-09-30,20808.0
2008-10-01,20662.0
2008-10-02,20272.0
2008-10-03,20026.0
2008-10-06,19663.0
2008-10-07,19252.0
2008-10-08,19123.0
2008-10-09,18712.0
2008-10-10,18642.0
2008-10-13,19054.0
2008-10-14,18910.0
2008-10-15,18473.0
2008-10-16,18787.0
2008-10-17,18752.0
2008-10-20,19095.0
2008-10-21,18780.0
2008-10-22,18377.0
2008-10-23,18287.0
2008-10-24,17960.0
2008-10-27,17627.0
2008-10-28,18050.0
2008-10-29,18033.0
2008-10-30,18348.0
2008-10-31,18584.0
2008-11-03,18581.0
2008-11-04,18916.0
2008-11-05,18494.0
2008-11-06,18090.0
2008-11-07,18398.0
2008-11-10,18154.0
2008-11-11,17861.0
2008-11-12,17436.0
2008-11-13,17852.0
2008-11-14,17455.0
2008-11-17,17165.0
2008-11-18,17204.0
2008-11-19,16772.0
2008-11-20,16383.0
2008-11-21,16730.0
2008-11-24,17121.0
2008-11-25,17252.0
2008-11-26,17621.0
2008-11-28,17775.0
2008-12-01,17328.0
2008-12-02,17687.0
2008-12-03,17990.0
2008-12-04,17721.0
2008-12-05,18100.0
2008-12-08,18394.0
2008-12-09,18129.0
2008-12-10,18315.0
2008-12-11,17966.0
2008-12-12,18165.0
2008-12-15,17875.0
2008-12-16,18299.0
2008-12-17,18296.0
2008-12-18,18127.0
2008-12-19,18192.0
2008-12-22,17909.0
2008-12-23,17678.0
2008-12-24,17850.0
2008-12-26,18023.0
2008-12-29,17780.0
2008-12-30,18183.0
2008-12-31,18544.0
2009-01-02,18886.0
2009-01-05,18835.0
2009-01-06,18977.0
2009-01-07,18619.0
2009-01-08,18750.0
2009-01-09,18393.0
2009-01-12,18091.0
2009-01-13,18146.0
2009-01-14,17739.0
2009-01-15,17919.0
2009-01-16,18158.0
2009-01-20,17727.0
2009-01-21,18110.0
2009-01-22,17902.0
2009-01-23,17975.0
2009-01-26,18100.0
2009-01-27,18323.0
2009-01-28,18690.0
2009-01-29,18319.0
2009-01-30,17986.0
2009-02-02,18004.0
2009-02-03,18215.0
2009-02-04,18163.0
2009-02-05,18410.0
2009-02-06,18762.0
2009-02-09,18696.0
2009-02-10,18261.0
2009-02-11,18387.0
2009-02-12,18454.0
2009-02-13,18253.0
2009-02-17,17830.0
2009-02-18,17740.0
2009-02-19,17557.0
2009-02-20,17443.0
2009-02-23,17060.0
2009-02-24,17471.0
2009-02-25,17234.0
2009-02-26,17011.0
2009-02-27,16828.0
2009-03-02,16392.0
2009-03-03,16296.0
2009-03-04,16620.0
2009-03-05,16218.0
2009-03-06,16174.0
2009-03-09,16014.0
2009-03-10,16432.0
2009-03-11,16502.0
2009-03-12,16910.0
2009-03-13,17006.0
2009-03-16,16903.0
2009-03-17,17310.0
2009-03-18,17634.0
2009-03-19,17482.0
2009-03-20,17165.0
2009-03-23,17598.0
2009-03-24,17308.0
2009-03-25,17447.0
2009-03-26,17800.0
2009-03-27,17457.0
2009-03-30,17072.0
2009-03-31,17315.0
2009-04-01,17526.0
2009-04-02,17887.0
2009-04-03,18093.0
2009-04-06,17880.0
2009-04-07,17511.0
2009-04-08,17794.0
2009-04-09,18164.0
2009-04-13,18097.0
2009-04-14,17797.0
2009-04-15,17971.0
2009-04-16,18257.0
2009-04-17,18383.0
2009-04-20,17969.0
2009-04-21,18259.0
2009-04-22,18221.0
2009-04-23,18265.0
2009-04-24,18489.0
2009-04-27,18312.0
2009-04-28,18246.0
2009-04-29,18574.0
2009-04-30,18580.0
2009-05-01,18609.0
2009-05-04,18970.0
2009-05-05,18879.0
2009-05-06,18956.0
2009-05-07,18731.0
2009-05-08,18998.0
2009-05-11,18727.0
2009-05-12,18578.0
2009-05-13,18182.0
2009-05-14,18392.0
2009-05-15,18179.0
2009-05-18,18556.0
2009-05-19,18574.0
2009-05-20,18432.0
2009-05-21,18140.0
2009-05-22,18117.0
2009-05-26,18522.0
2009-05-27,18211.0
2009-05-28,18407.0
2009-05-29,18696.0
2009-06-01,19049.0
2009-06-02,19110.0
2009-06-03,18858.0
2009-06-04,19029.0
2009-06-05,18944.0
2009-06-08,18850.0
2009-06-09,18953.0
2009-06-10,18797.0
2009-06-11,18873.0
2009-06-12,18863.0
2009-06-15,18454.0
2009-06-16,18149.0
2009-06-17,18178.0
2009-06-18,18315.0
2009-06-19,18403.0
2009-06-22,18042.0
2009-06-23,18023.0
2009-06-24,18279.0
2009-06-25,18680.0
2009-06-26,18651.0
2009-06-29,18829.0
2009-06-30,18652.0
2009-07-01,18836.0
2009-07-02,18432.0
2009-07-06,18462.0
2009-07-07,18090.0
2009-07-08,17997.0
2009-07-09,18076.0
2009-07-10,17992.0
2009-07-13,18399.0
2009-07-14,18586.0
2009-07-15,18996.0
2009-07-16,19255.0
2009-07-17,19178.0
2009-07-20,19481.0
2009-07-21,19512.0
2009-07-22,19557.0
2009-07-23,19915.0
2009-07-24,20059.0
2009-07-27,20127.0
2009-07-28,20079.0
2009-07-29,19955.0
2009-07-30,20224.0
2009-07-31,20221.0
2009-08-03,20538.0
2009-08-04,20644.0
2009-08-05,20501.0
2009-08-06,20348.0
2009-08-07,20670.0
2009-08-10,20543.0
2009-08-11,20289.0
2009-08-12,20583.0
2009-08-13,20707.0
2009-08-14,20407.0
2009-08-17,20023.0
2009-08-18,20292.0
2009-08-19,20507.0
2009-08-20,20811.0
2009-08-21,21208.0
2009-08-24,21117.0
2009-08-25,21241.0
2009-08-26,21218.0
2009-08-27,21258.0
2009-08-28,21238.0
2009-08-31,20971.0
2009-09-01,20573.0
2009-09-02,20437.0
2009-09-03,20735.0
2009-09-04,21081.0
2009-09-08,21304.0
2009-09-09,21548.0
2009-09-10,21776.0
2009-09-11,21732.0
2009-09-14,21956.0
2009-09-15,22061.0
2009-09-16,22372.0
2009-09-17,22209.0
2009-09-18,22254.0
2009-09-21,22136.0
2009-09-22,22232.0
2009-09-23,21954.0
2009-09-24,21659.0
2009-09-25,21469.0
2009-09-28,21873.0
2009-09-29,21808.0
2009-09-30,21668.0
2009-10-01,21267.0
2009-10-02,21066.0
2009-10-05,21406.0
2009-10-06,21716.0
2009-10-07,21726.0
2009-10-08,21957.0
2009-10-09,22172.0
2009-10-12,22248.0
2009-10-13,22133.0
2009-10-14,22458.0
2009-10-15,22567.0
2009-10-16,22368.0
2009-10-19,22662.0
2009-10-20,22416.0
2009-10-21,22148.0
2009-10-22,22433.0
2009-10-23,22092.0
2009-10-26,21826.0
2009-10-27,21640.0
2009-10-28,21255.0
2009-10-29,21627.0
2009-10-30,21211.0
2009-11-02,21381.0
2009-11-03,21528.0
2009-11-04,21501.0
2009-11-05,21906.0
2009-11-06,21946.0
2009-11-09,22360.0
2009-11-10,22318.0
2009-11-11,22477.0
2009-11-12,22146.0
2009-11-13,22435.0
2009-11-16,22806.0
2009-11-17,22774.0
2009-11-18,22630.0
2009-11-19,22237.0
2009-11-20,22098.0
2009-11-23,22454.0
2009-11-24,22399.0
2009-11-25,22594.0
2009-11-27,22166.0
2009-11-30,22223.0
2009-12-01,22571.0
2009-12-02,22734.0
2009-12-03,22475.0
2009-12-04,22730.0
2009-12-07,22675.0
2009-12-08,22405.0
2009-12-09,22473.0
2009-12-10,22642.0
2009-12-11,22798.0
2009-12-14,23101.0
2009-12-15,22942.0
2009-12-16,23033.0
2009-12-17,22730.0
2009-12-18,22843.0
2009-12-21,23158.0
2009-12-22,23340.0
2009-12-23,23514.0
2009-12-24,23801.0
2009-12-28,23799.0
2009-12-29,23758.0
2009-12-30,23738.0
2009-12-31,23348.0
2010-01-04,23636.0
2010-01-05,23655.0
2010-01-06,23680.0
2010-01-07,23744.0
2010-01-08,23794.0
2010-01-11,23837.0
2010-01-12,23573.0
2010-01-13,23888.0
2010-01-14,23890.0
2010-01-15,23579.0
2010-01-19,23937.0
2010-01-20,23638.0
2010-01-21,23324.0
2010-01-22,22956.0
2010-01-25,23087.0
2010-01-26,22924.0
2010-01-27,23016.0
2010-01-28,22718.0
2010-01-29,22482.0
2010-02-01,22839.0
2010-02-02,23144.0
2010-02-03,22939.0
2010-02-04,22510.0
2010-02-05,22548.0
2010-02-08,22328.0
2010-02-09,22660.0
2010-02-10,22556.0
2010-02-11,22875.0
2010-02-12,22862.0
2010-02-16,23241.0
2010-02-17,23406.0
2010-02-18,23609.0
2010-02-19,23793.0
2010-02-22,23758.0
2010-02-23,23408.0
2010-02-24,23692.0
2010-02-25,23633.0
2010-02-26,23688.0
2010-03-01,24042.0
2010-03-02,24171.0
2010-03-03,24148.0
2010-03-04,24252.0
2010-03-05,24648.0
2010-03-08,24667.0
2010-03-09,24695.0
2010-03-10,24891.0
2010-03-11,25067.0
2010-03-12,25065.0
2010-03-15,25061.0
2010-03-16,25341.0
2010-03-17,25566.0
2010-03-18,25526.0
2010-03-19,25312.0
2010-03-22,25543.0
2010-03-23,25762.0
2010-03-24,25526.0
2010-03-25,25419.0
2010-03-26,25423.0
2010-03-29,25674.0
2010-03-30,25703.0
2010-03-31,25499.0
2010-04-01,25761.0
2010-04-05,26053.0
2010-04-06,26112.0
2010-04-07,25901.0
2010-04-08,25922.0
2010-04-09,26189.0
2010-04-12,26229.0
2010-04-13,26289.0
2010-04-14,26552.0
2010-04-15,26544.0
2010-04-16,26192.0
2010-04-19,26237.0
2010-04-20,26553.0
2010-04-21,26573.0
2010-04-22,26780.0
2010-04-23,27031.0
2010-04-26,26941.0
2010-04-27,26539.0
2010-04-28,26708.0
2010-04-29,27033.0
2010-04-30,26702.0
2010-05-03,27063.0
2010-05-04,26658.0
2010-05-05,26437.0
2010-05-06,26007.0
2010-05-07,25650.0
2010-05-10,26083.0
2010-05-11,26062.0
2010-05-12,26445.0
2010-05-13,26105.0
2010-05-14,25686.0
2010-05-17,25805.0
2010-05-18,25427.0
2010-05-19,25205.0
2010-05-20,24766.0
2010-05-21,25091.0
2010-05-24,24790.0
2010-05-25,24768.0
2010-05-26,24720.0
2010-05-27,25164.0
2010-05-28,24829.0
2010-06-01,24431.0
2010-06-02,24862.0
2010-06-03,25025.0
2010-06-04,24579.0
2010-06-07,24269.0
2010-06-08,24495.0
2010-06-09,24461.0
2010-06-10,24893.0
2010-06-11,25127.0
2010-06-14,25181.0
2010-06-15,25616.0
2010-06-16,25561.0
2010-06-17,25589.0
2010-06-18,25602.0
2010-06-21,25411.0
2010-06-22,24997.0
2010-06-23,24915.0
2010-06-24,24535.0
2010-06-25,24726.0
2010-06-28,24665.0
2010-06-29,24217.0
2010-06-30,23916.0
2010-07-01,23797.0
2010-07-02,23565.0
2010-07-06,23631.0
2010-07-07,24056.0
2010-07-08,24321.0
2010-07-09,24589.0
2010-07-12,24500.0
2010-07-13,24915.0
2010-07-14,24865.0
2010-07-15,24863.0
2010-07-16,24419.0
2010-07-19,24627.0
2010-07-20,24965.0
2010-07-21,24630.0
2010-07-22,25016.0
2010-07-23,25337.0
2010-07-26,25692.0
2010-07-27,25574.0
2010-07-28,25317.0
2010-07-29,25193.0
2010-07-30,25286.0
2010-08-02,25683.0
2010-08-03,25453.0
2010-08-04,25707.0
2010-08-05,25610.0
2010-08-06,25487.0
2010-08-09,25774.0
2010-08-10,25556.0
2010-08-11,25113.0
2010-08-12,24963.0
2010-08-13,24806.0
2010-08-16,24809.0
2010-08-17,25190.0
2010-08-18,25274.0
2010-08-19,24864.0
2010-08-20,24797.0
2010-08-23,24613.0
2010-08-24,24289.0
2010-08-25,24444.0
2010-08-26,24182.0
2010-08-27,24594.0
2010-08-30,24165.0
2010-08-31,24206.0
2010-09-01,24638.0
2010-09-02,24955.0
2010-09-03,25355.0
2010-09-07,25009.0
2010-09-08,25227.0
2010-09-09,25357.0
2010-09-10,25514.0
2010-09-13,25853.0
2010-09-14,25858.0
2010-09-15,25988.0
2010-09-16,25903.0
2010-09-17,25984.0
2010-09-20,26387.0
2010-09-21,26220.0
2010-09-22,26042.0
2010-09-23,25740.0
2010-09-24,26172.0
2010-09-27,25984.0
2010-09-28,26249.0
